work_year,job_title,job_category,salary_in_usd,company_size,work_setting,salary_category
1.0,Data Engineer,Data Engineering,0.26436781609195403,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.20777011494252873,M,In-person,0.0
1.0,Data Analyst,Data Analysis,0.11379310344827585,M,In-person,0.0
1.0,Compliance Data Analyst,Data Analysis,0.034482758620689655,L,Remote,0.0
1.0,Applied Scientist,Data Science and Research,0.4359080459770115,L,In-person,0.3333333333333333
1.0,Applied Scientist,Data Science and Research,0.21995402298850575,L,In-person,0.0
1.0,Data Engineer,Data Engineering,0.5878229885057472,M,In-person,0.6666666666666667
1.0,Data Engineer,Data Engineering,0.47467586206896556,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.45459770114942527,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.39080459770114945,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.567816091954023,M,Remote,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.5287356321839081,M,Remote,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.5983908045977012,M,Remote,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.3873563218390805,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.467816091954023,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.42321379310344825,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.4328735632183908,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.2496551724137931,M,Remote,0.0
1.0,Research Engineer,Data Science and Research,0.40025287356321837,M,In-person,0.3333333333333333
1.0,Research Engineer,Data Science and Research,0.2850574712643678,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.560344827586207,M,In-person,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.39080459770114945,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.49770114942528737,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.3471264367816092,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.3620689655172414,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.21954022988505745,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.5126436781609196,M,In-person,0.6666666666666667
1.0,Data Engineer,Data Engineering,0.3701149425287356,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.5103448275862069,M,Remote,0.6666666666666667
1.0,Data Engineer,Data Engineering,0.4286206896551724,M,Remote,0.3333333333333333
1.0,Applied Scientist,Data Science and Research,0.6767816091954023,L,In-person,0.6666666666666667
1.0,Applied Scientist,Data Science and Research,0.331264367816092,L,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.22988505747126436,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.1528735632183908,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.5103448275862069,M,Remote,0.6666666666666667
1.0,Data Scientist,Data Science and Research,0.4286206896551724,M,Remote,0.3333333333333333
1.0,Computer Vision Engineer,Machine Learning and AI,0.6091954022988506,M,In-person,0.6666666666666667
1.0,Computer Vision Engineer,Machine Learning and AI,0.4482758620689655,M,In-person,0.3333333333333333
1.0,Data Architect,Data Architecture and Modeling,0.609425287356322,M,Remote,0.6666666666666667
1.0,Data Architect,Data Architecture and Modeling,0.35195402298850575,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.4103448275862069,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.2850574712643678,M,Remote,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.3103448275862069,M,Remote,0.3333333333333333
1.0,Applied Machine Learning Engineer,Machine Learning and AI,0.12684827586206898,S,Remote,0.0
1.0,Machine Learning Engineer,Machine Learning and AI,0.18889885057471267,L,Remote,0.0
1.0,Business Intelligence Engineer,BI and Visualization,0.3928735632183908,M,In-person,0.3333333333333333
1.0,Business Intelligence Engineer,BI and Visualization,0.26275862068965516,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.4827586206896552,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.367816091954023,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.39080459770114945,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.28735632183908044,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.07720689655172414,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.05486896551724138,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.20689655172413796,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.12643678160919541,M,In-person,0.0
1.0,Machine Learning Engineer,Machine Learning and AI,0.34068045977011496,M,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.30088505747126437,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.46436781609195404,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.39080459770114945,M,Remote,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.4317241379310345,L,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.2052873563218391,L,In-person,0.0
1.0,Data Analyst,Data Analysis,0.2988505747126437,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.1149425287356322,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.3448275862068966,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.2696551724137931,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.3774022988505747,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.18229885057471262,M,In-person,0.0
1.0,Analytics Engineer,Leadership and Management,0.3160919540229885,M,In-person,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.23321839080459772,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.5340229885057471,M,In-person,0.6666666666666667
1.0,Data Engineer,Data Engineering,0.2731034482758621,M,In-person,0.3333333333333333
1.0,Research Engineer,Data Science and Research,0.432183908045977,M,In-person,0.3333333333333333
1.0,Research Engineer,Data Science and Research,0.2712643678160919,M,In-person,0.3333333333333333
1.0,Research Scientist,Data Science and Research,0.471264367816092,L,Hybrid,0.3333333333333333
0.6666666666667425,Machine Learning Engineer,Machine Learning and AI,0.09548505747126436,S,Remote,0.0
1.0,Data Scientist,Data Science and Research,0.3103448275862069,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.24137931034482757,M,In-person,0.0
1.0,Analytics Engineer,Leadership and Management,0.6317241379310345,M,In-person,0.6666666666666667
1.0,Analytics Engineer,Leadership and Management,0.4574712643678161,M,In-person,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.37889655172413794,M,In-person,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.2962298850574713,M,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.6165517241379311,M,Remote,0.6666666666666667
1.0,Machine Learning Engineer,Machine Learning and AI,0.3995402298850575,M,Remote,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.6317241379310345,M,In-person,0.6666666666666667
1.0,Analytics Engineer,Leadership and Management,0.4579310344827586,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.3928735632183908,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.26275862068965516,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.5448275862068966,M,In-person,0.6666666666666667
1.0,Data Engineer,Data Engineering,0.26206896551724135,M,In-person,0.3333333333333333
1.0,Data Analytics Manager,Leadership and Management,0.3218390804597701,M,In-person,0.3333333333333333
1.0,Data Analytics Manager,Leadership and Management,0.28735632183908044,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.3374712643678161,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.2910344827586207,M,Remote,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.7524137931034484,L,In-person,1.0
1.0,Machine Learning Engineer,Machine Learning and AI,0.3703448275862069,L,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.1954022988505747,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.12643678160919541,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.16091954022988508,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.1149425287356322,M,In-person,0.0
1.0,Data Scientist,Data Science and Research,0.2845609195402299,M,Remote,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.1569425287356322,M,Remote,0.0
1.0,Data Analyst,Data Analysis,0.13793103448275862,M,In-person,0.0
1.0,Data Analyst,Data Analysis,0.12643678160919541,M,In-person,0.0
1.0,Data Analyst,Data Analysis,0.435632183908046,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.2848275862068965,M,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.6972413793103449,M,Remote,0.6666666666666667
1.0,Machine Learning Engineer,Machine Learning and AI,0.4533333333333333,M,Remote,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.1839080459770115,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.13793103448275862,M,Remote,0.0
1.0,Data Scientist,Data Science and Research,0.41379310344827586,M,In-person,0.3333333333333333
1.0,Data Scientist,Data Science and Research,0.3333333333333333,M,In-person,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.4942528735632184,M,In-person,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.2947126436781609,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.1954022988505747,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.12643678160919541,M,Remote,0.0
1.0,Business Data Analyst,Data Analysis,0.20689655172413796,L,Hybrid,0.0
1.0,Data Analyst,Data Analysis,0.07300000000000001,M,In-person,0.0
1.0,Data Analyst,Data Analysis,0.06451494252873563,M,In-person,0.0
1.0,Data Engineer,Data Engineering,0.2988505747126437,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.22988505747126436,M,In-person,0.0
1.0,Data Analyst,Data Analysis,0.3526436781609195,M,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.20735632183908048,M,In-person,0.0
1.0,Applied Scientist,Data Science and Research,0.6767816091954023,L,In-person,0.6666666666666667
1.0,Applied Scientist,Data Science and Research,0.331264367816092,L,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.40229885057471265,M,In-person,0.3333333333333333
1.0,Machine Learning Engineer,Machine Learning and AI,0.3103448275862069,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.3390804597701149,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.26436781609195403,M,In-person,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.3103448275862069,M,Remote,0.3333333333333333
1.0,Analytics Engineer,Leadership and Management,0.24137931034482757,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.2988505747126437,M,In-person,0.3333333333333333
1.0,Data Engineer,Data Engineering,0.24137931034482757,M,In-person,0.0
1.0,Applied Scientist,Data Science and Research,0.4763218390804597,L,In-person,0.3333333333333333
1.0,Applied Scientist,Data Science and Research,0.27816091954022987,L,In-person,0.3333333333333333
1.0,Data Analyst,Data Analysis,0.09280000000000001,M,Remote,0.0
1.0,Data Analyst,Data Analysis,0.06451494252873563,M,Remote,0.0
1.0,Data Engineer,Data Engineering,0.5195402298850575,M,In-person,0.6666666666666667
