work_year,job_title,job_category,salary_in_usd,company_size,work_setting
2023,96,9,205000,1,1
2023,96,9,152000,1,1
2023,35,2,137000,1,2
2023,35,2,110000,1,2
2023,69,7,172000,1,2
2023,69,7,146000,1,2
2023,44,4,148000,1,1
2023,44,4,99000,1,1
2023,69,7,150000,1,1
2023,69,7,130000,1,1
2023,35,2,105000,1,1
2023,44,4,99000,1,1
2023,44,4,52500,1,1
2023,103,9,180514,1,2
2023,103,9,108308,1,2
2023,96,9,210000,1,1
2023,96,9,147000,1,1
2023,44,4,290300,1,1
2023,44,4,196685,1,1
2023,2,9,220000,1,1
2023,2,9,176000,1,1
2023,96,9,175000,1,1
2023,96,9,130000,1,1
2023,41,3,185000,1,1
2023,41,3,150000,1,1
2023,44,4,145000,1,1
2023,44,4,115000,1,1
2023,94,9,133000,1,1
2023,94,9,58300,1,1
2023,7,8,115000,1,1
2023,7,8,95000,1,1
2023,44,4,110244,1,1
2023,44,4,39372,1,1
2023,69,7,43187,1,1
2023,69,7,31310,1,1
2023,35,2,92280,1,1
2023,35,2,67672,1,1
2023,35,2,92280,1,1
2023,35,2,67672,1,1
2023,69,7,75577,0,0
2023,78,9,303387,1,2
2023,78,9,100017,1,2
2023,44,4,230300,1,1
2023,44,4,140000,1,1
2023,44,4,124935,1,1
2023,44,4,76050,1,1
2023,69,7,224800,1,1
2023,69,7,131100,1,1
2023,69,7,258000,1,1
2023,69,7,171000,1,1
2023,44,4,196000,1,1
2023,44,4,121000,1,1
2023,44,4,195800,1,1
2023,44,4,171500,1,1
2023,52,3,166000,1,1
2023,52,3,73100,1,1
2023,69,7,220000,1,1
2023,69,7,160000,1,1
2023,69,7,85000,1,1
2023,69,7,65000,1,1
2023,96,9,220000,1,1
2023,96,9,100000,1,1
2023,69,7,185000,1,1
2023,69,7,152000,1,1
2023,96,9,220000,1,1
2023,96,9,100000,1,1
2023,69,7,48585,1,1
2023,69,7,38868,1,1
2023,96,9,220000,1,1
2023,96,9,100000,1,1
2023,96,9,220000,1,1
2023,96,9,100000,1,1
2023,118,7,220000,1,1
2023,118,7,100000,1,1
2023,35,2,110000,1,2
2023,35,2,80000,1,2
2023,35,2,36912,2,2
2023,69,7,150200,1,1
2023,69,7,71000,1,1
2023,44,4,167200,1,1
2023,44,4,121000,1,1
2023,44,4,133000,1,1
2023,44,4,58400,1,1
2023,69,7,135000,1,1
2023,69,7,110000,1,1
2023,59,8,104584,1,1
2023,59,8,73824,1,1
2023,69,7,187415,1,1
2023,69,7,114080,1,1
2023,69,7,187415,1,1
2023,69,7,114080,1,1
2023,44,4,166000,1,1
2023,44,4,73100,1,1
2023,96,9,306400,1,1
2023,96,9,168700,1,1
2023,69,7,187415,1,1
2023,69,7,114080,1,1
2023,35,2,32974,1,1
2023,35,2,32974,1,1
2023,35,2,165000,1,2
2023,35,2,140000,1,2
2023,7,8,150000,1,2
2023,35,2,167000,1,1
2023,35,2,121000,1,1
2023,25,0,185000,0,1
2023,25,0,79600,0,1
2023,69,7,190200,1,1
2023,69,7,95100,1,1
2023,35,2,133000,1,1
2023,35,2,58400,1,1
2023,44,4,90000,1,2
2023,44,4,70000,1,2
2023,69,7,166000,1,1
2023,69,7,73100,1,1
2023,44,4,135000,1,1
2023,44,4,100000,1,1
2023,44,4,180514,1,2
2023,44,4,108308,1,2
2023,96,9,294000,1,1
2023,96,9,192000,1,1
2023,96,9,266000,1,1
2023,96,9,167000,1,1
2023,96,9,200000,1,2
2023,96,9,150000,1,2
2023,35,2,163800,1,2
2023,35,2,88200,1,2
2023,35,2,180400,1,1
2023,35,2,138800,1,1
2023,35,2,67672,1,1
2023,35,2,55368,1,1
2023,96,9,319000,1,2
2023,96,9,206000,1,2
2023,69,7,215000,1,1
2023,69,7,142000,1,1
2023,69,7,266000,1,1
2023,69,7,167000,1,1
2023,35,2,140130,1,1
2023,35,2,84870,1,1
2023,44,4,178300,1,1
2023,44,4,105400,1,1
2023,12,7,222200,0,1
2023,12,7,136000,0,1
2023,96,9,215000,1,1
2023,96,9,142000,1,1
2023,119,7,240000,1,2
2023,119,7,210000,1,2
2023,44,4,122000,1,1
2023,44,4,94500,1,1
2023,44,4,150000,1,1
2023,62,7,116000,1,1
2023,62,7,90000,1,1
2023,62,7,145000,1,1
2023,62,7,128000,1,1
2023,44,4,154000,1,2
2023,44,4,126000,1,2
2023,103,9,240000,1,1
2023,103,9,157250,1,1
2023,44,4,219650,1,2
2023,44,4,136000,1,2
2023,69,7,150000,1,1
2023,96,9,180000,1,2
2023,96,9,125000,1,2
2023,69,7,247600,0,1
2023,69,7,127300,0,1
2023,69,7,60000,1,1
2023,69,7,55000,1,1
2023,44,4,250000,1,1
2023,44,4,125000,1,1
2023,96,9,190000,1,2
2023,96,9,170000,1,2
2023,69,7,202600,1,2
2023,69,7,168800,1,2
2023,44,4,132000,1,2
2023,44,4,111000,1,2
2023,69,7,203000,1,2
2023,69,7,127000,1,2
2023,22,0,125009,1,2
2023,22,0,83339,1,2
2023,35,2,112200,1,2
2023,35,2,91800,1,2
2023,96,9,200000,1,1
2023,96,9,160000,1,1
2023,1,9,161952,1,0
2023,41,3,185000,1,1
2023,41,3,150000,1,1
2023,44,4,160000,1,1
2023,44,4,130000,1,1
2023,44,4,145000,1,1
2023,44,4,115000,1,1
2023,69,7,133000,1,1
2023,69,7,58300,1,1
2023,44,4,254000,1,1
2023,44,4,159000,1,1
2023,44,4,170000,1,1
2023,44,4,85000,1,1
2023,69,7,130500,1,1
2023,69,7,116000,1,1
2023,117,7,81400,1,2
2023,117,7,43500,1,2
2023,44,4,169000,1,1
2023,44,4,92000,1,1
2023,35,2,166000,1,1
2023,35,2,73100,1,1
2023,119,7,190000,1,1
2023,119,7,165000,1,1
2023,96,9,305600,1,1
2023,96,9,146600,1,1
2023,35,2,150000,1,1
2023,35,2,120000,1,1
2023,44,4,275000,1,1
2023,44,4,146400,1,1
2023,69,7,208500,1,1
2023,69,7,165000,1,1
2023,69,7,258700,1,1
2023,69,7,172500,1,1
2023,44,4,150000,1,1
2023,44,4,130000,1,1
2023,44,4,185000,1,2
2023,44,4,150000,1,2
2023,35,2,166000,1,1
2023,35,2,73100,1,1
2023,22,0,198200,1,1
2023,22,0,110200,1,1
2023,102,9,166000,1,1
2023,102,9,73100,1,1
2023,102,9,212000,1,1
2023,102,9,93300,1,1
2023,2,9,212000,1,1
2023,2,9,93300,1,1
2023,44,4,166000,1,1
2023,44,4,73100,1,1
2023,44,4,167100,1,1
2023,44,4,111400,1,1
2023,44,4,133000,1,1
2023,44,4,58400,1,1
2023,69,7,166000,1,2
2023,69,7,73100,1,2
2023,35,2,170000,1,1
2023,35,2,145000,1,1
2023,69,7,212000,1,1
2023,69,7,93300,1,1
2023,41,3,170000,1,2
2023,41,3,135000,1,2
2023,44,4,145000,1,1
2023,44,4,115000,1,1
2023,44,4,139810,1,1
2023,44,4,95325,1,1
2023,119,7,278700,1,1
2023,119,7,159300,1,1
2023,96,9,226700,1,2
2023,96,9,151100,1,2
2023,44,4,247300,1,2
2023,44,4,139700,1,2
2023,69,7,188000,1,2
2023,69,7,139000,1,2
2023,69,7,150000,1,1
2023,44,4,160000,1,1
2023,44,4,94000,1,1
2023,51,8,127000,1,2
2023,51,8,65000,1,2
2023,93,9,276000,1,1
2023,93,9,174000,1,1
2023,12,7,260000,0,1
2023,12,7,136000,0,1
2023,7,8,250000,1,2
2023,7,8,210000,1,2
2023,69,7,188000,1,2
2023,69,7,139000,1,2
2023,96,9,238000,1,1
2023,96,9,176000,1,1
2023,96,9,204500,1,1
2023,96,9,142200,1,1
2023,63,7,212000,1,1
2023,63,7,190000,1,1
2023,118,7,261500,0,1
2023,118,7,134500,0,1
2023,41,3,239000,0,1
2023,41,3,122900,0,1
2023,7,8,115000,1,1
2023,7,8,95000,1,1
2023,69,7,158500,1,2
2023,69,7,115000,1,2
2023,93,9,331640,1,1
2023,93,9,267720,1,1
2023,44,4,180000,1,1
2023,44,4,90000,1,1
2023,35,2,83000,1,2
2023,35,2,66000,1,2
2023,69,7,224250,1,1
2023,69,7,121550,1,1
2023,69,7,166000,1,1
2023,69,7,73100,1,1
2023,118,7,141298,1,1
2023,118,7,115607,1,1
2023,44,4,109000,1,2
2023,44,4,100000,1,2
2023,69,7,205400,1,1
2023,69,7,92900,1,1
2023,93,9,220000,1,1
2023,93,9,130000,1,1
2023,69,7,160000,1,2
2023,69,7,110000,1,2
2023,44,4,230000,1,1
2023,44,4,100000,1,1
2023,25,0,186030,1,2
2023,25,0,110200,1,2
2023,118,7,130000,1,2
2023,118,7,100000,1,2
2023,69,7,242000,1,1
2023,69,7,106200,1,1
2023,69,7,220000,1,2
2023,69,7,120000,1,2
2023,69,7,258000,1,1
2023,69,7,171000,1,1
2023,117,7,91200,1,1
2023,117,7,58200,1,1
2023,69,7,192000,1,2
2023,69,7,178000,1,2
2023,44,4,210000,1,2
2023,44,4,130000,1,2
2023,118,7,160000,1,1
2023,118,7,150000,1,1
2023,12,7,260000,0,1
2023,12,7,136000,0,1
2023,41,3,206000,1,1
2023,41,3,134000,1,1
2023,69,7,180000,1,2
2023,69,7,135000,1,2
2023,69,7,200000,1,1
2023,69,7,120000,1,1
2023,96,9,212000,1,1
2023,96,9,93300,1,1
2023,44,4,106700,1,1
2023,44,4,57700,1,1
2023,96,9,266400,1,1
2023,96,9,173300,1,1
2023,35,2,125000,1,1
2023,35,2,100000,1,1
2023,25,0,165600,0,1
2023,25,0,65800,0,1
2023,69,7,210400,1,1
2023,69,7,170500,1,1
2023,69,7,212000,1,1
2023,69,7,93300,1,1
2023,44,4,170000,1,2
2023,44,4,160000,1,2
2023,69,7,185400,1,2
2023,69,7,81536,1,2
2023,35,2,193000,1,1
2023,35,2,158000,1,1
2023,44,4,170000,1,2
2023,44,4,100000,1,2
2023,12,7,222200,0,1
2023,12,7,136000,0,1
2023,44,4,148000,1,1
2023,44,4,99000,1,1
2023,96,9,204500,1,1
2023,96,9,142200,1,1
2023,35,2,95000,1,2
2023,35,2,75000,1,2
2023,35,2,115000,1,1
2023,35,2,105000,1,1
2023,44,4,195800,1,1
2023,44,4,161900,1,1
2023,35,2,90000,1,2
2023,35,2,80000,1,2
2023,35,2,192500,1,2
2023,35,2,140000,1,2
2023,7,8,100000,1,1
2023,7,8,75000,1,1
2023,44,4,169000,1,1
2023,44,4,91000,1,1
2023,96,9,216600,1,1
2023,96,9,144400,1,1
2023,35,2,150000,1,1
2023,35,2,120000,1,1
2023,44,4,133000,1,1
2023,44,4,58400,1,1
2023,69,7,166000,1,1
2023,69,7,73100,1,1
2023,69,7,166000,1,1
2023,69,7,73100,1,1
2023,93,9,336300,1,1
2023,93,9,179000,1,1
2023,96,9,296400,1,1
2023,96,9,159600,1,1
2023,69,7,212000,1,1
2023,69,7,93300,1,1
2023,96,9,204500,1,1
2023,96,9,142200,1,1
2023,85,8,258500,1,2
2023,85,8,226500,1,2
2023,119,7,247250,1,1
2023,119,7,118400,1,1
2023,15,0,160000,1,1
2023,15,0,140000,1,1
2023,96,9,212000,1,1
2023,96,9,93400,1,1
2023,69,7,172256,1,2
2023,69,7,123040,1,2
2023,69,7,219000,1,1
2023,69,7,132000,1,1
2023,69,7,130500,1,1
2023,69,7,116000,1,1
2023,119,7,323300,1,1
2023,119,7,184700,1,1
2023,103,9,250000,1,1
2023,103,9,200000,1,1
2023,69,7,136000,1,1
2023,69,7,91000,1,1
2023,69,7,185900,1,1
2023,69,7,129300,1,1
2023,35,2,143000,1,2
2023,35,2,78000,1,2
2023,69,7,135000,1,1
2023,69,7,110000,1,1
2023,44,4,142000,1,1
2023,44,4,102200,1,1
2023,69,7,137500,1,1
2023,69,7,81500,1,1
2023,15,0,202000,1,2
2023,15,0,147000,1,2
2023,69,7,140000,1,1
2023,69,7,125000,1,1
2023,69,7,170625,1,1
2023,69,7,127950,1,1
2023,69,7,123040,1,1
2023,69,7,86128,1,1
2023,35,2,85256,1,1
2023,35,2,71615,1,1
2023,69,7,100000,0,1
2023,117,7,100000,2,1
2023,44,4,185000,1,1
2023,44,4,125000,1,1
2023,49,5,60000,1,2
2023,49,5,52000,1,2
2023,96,9,300000,1,1
2023,96,9,260000,1,1
2023,69,7,225000,1,1
2023,69,7,170000,1,1
2023,22,0,100000,1,2
2023,22,0,80000,1,2
2023,99,9,204500,1,1
2023,99,9,142200,1,1
2023,69,7,135000,1,2
2023,69,7,100000,1,2
2023,69,7,297300,1,2
2023,69,7,198200,1,2
2023,96,9,240000,1,2
2023,96,9,190000,1,2
2023,25,0,185000,0,1
2023,25,0,79600,0,1
2023,12,7,222200,0,1
2023,12,7,136000,0,1
2023,44,4,110000,1,2
2023,44,4,95000,1,2
2023,96,9,324000,1,1
2023,96,9,159000,1,1
2023,96,9,207700,1,1
2023,96,9,133700,1,1
2023,117,7,71000,1,2
2023,117,7,57000,1,2
2023,12,7,222200,0,1
2023,12,7,136000,0,1
2023,96,9,200000,1,2
2023,96,9,150000,1,2
2023,35,2,59000,1,2
2023,35,2,50000,1,2
2023,96,9,234000,1,2
2023,96,9,208000,1,2
2023,7,8,187000,1,2
2023,7,8,128000,1,2
2023,15,0,202000,1,2
2023,15,0,147000,1,2
2023,2,9,50000,0,2
2023,69,7,64781,0,2
2023,69,7,57223,0,0
2023,62,7,21000,2,2
2023,35,2,135000,1,1
2023,35,2,120000,1,1
2023,41,3,150000,1,2
2023,41,3,140000,1,2
2023,119,7,190000,1,1
2023,119,7,165000,1,1
2023,69,7,280000,1,2
2023,69,7,190000,1,2
2023,63,7,212000,1,1
2023,63,7,190000,1,1
2023,25,0,43064,1,1
2023,25,0,43064,1,1
2023,96,9,245700,1,1
2023,96,9,132300,1,1
2023,71,5,90000,1,1
2023,71,5,80000,1,1
2023,96,9,212000,1,1
2023,96,9,93300,1,1
2023,69,7,212000,1,1
2023,69,7,93300,1,1
2023,93,9,276000,1,1
2023,93,9,174000,1,1
2023,44,4,133000,1,1
2023,44,4,58300,1,1
2023,35,2,145640,1,1
2023,35,2,84400,1,1
2023,44,4,300000,1,2
2023,44,4,195000,1,2
2023,41,3,190000,1,2
2023,41,3,107500,1,2
2023,35,2,105000,1,1
2023,35,2,75000,1,1
2023,35,2,140000,1,2
2023,35,2,98000,1,2
2023,96,9,204500,1,1
2023,96,9,142200,1,1
2023,69,7,236160,1,2
2023,69,7,159408,1,2
2023,35,2,115000,1,2
2023,35,2,85000,1,2
2023,58,8,145000,1,1
2023,58,8,120000,1,1
2023,35,2,120350,1,2
2023,35,2,74400,1,2
2023,35,2,158494,1,2
2023,35,2,88052,1,2
2023,7,8,181500,1,1
2023,7,8,127000,1,1
2023,96,9,300000,1,1
2023,96,9,260000,1,1
2023,69,7,258000,1,1
2023,69,7,171000,1,1
2023,16,2,25000,1,2
2023,69,7,200000,1,1
2023,69,7,150000,1,1
2023,96,9,225300,1,1
2023,96,9,197400,1,1
2023,44,4,205500,1,1
2023,44,4,128500,1,1
2023,41,3,191600,1,1
2023,41,3,125600,1,1
2023,96,9,245700,1,1
2023,96,9,132300,1,1
2023,69,7,130410,1,1
2023,69,7,92000,1,1
2023,69,7,183900,1,1
2023,69,7,108800,1,1
2023,96,9,275000,1,1
2023,96,9,121200,1,1
2023,69,7,166000,1,1
2023,69,7,73100,1,1
2023,69,7,231250,1,1
2023,69,7,111000,1,1
2023,44,4,300000,1,1
2023,44,4,130000,1,1
2023,44,4,210500,1,1
2023,44,4,105300,1,1
2023,44,4,158400,1,1
2023,44,4,85800,1,1
2023,96,9,305600,1,1
2023,96,9,146600,1,1
2023,35,2,180400,1,1
2023,35,2,138800,1,1
2023,69,7,258700,1,1
2023,69,7,172500,1,1
2023,69,7,156100,1,1
2023,69,7,100400,1,1
2023,35,2,134200,1,1
2023,35,2,103200,1,1
2023,35,2,105000,1,1
2023,35,2,85000,1,1
2023,69,7,220000,1,1
2023,69,7,160000,1,1
2023,35,2,110000,1,2
2023,35,2,95000,1,2
2023,35,2,95400,1,2
2023,35,2,57800,1,2
2023,69,7,110000,1,1
2023,69,7,86000,1,1
2023,35,2,125000,1,1
2023,35,2,87500,1,1
2023,25,0,185000,0,1
2023,25,0,79600,0,1
2023,96,9,275000,1,1
2023,96,9,170000,1,1
2023,44,4,133200,1,2
2023,44,4,84000,1,2
2023,35,2,171000,1,1
2023,35,2,93000,1,1
2023,7,8,216450,1,1
2023,7,8,123750,1,1
2023,119,7,212800,0,1
2023,119,7,124100,0,1
2023,69,7,205000,1,2
2023,69,7,166000,1,2
2023,69,7,231650,1,1
2023,69,7,189100,1,1
2023,44,4,160000,1,2
2023,44,4,120000,1,2
2023,69,7,156100,1,1
2023,69,7,100400,1,1
2023,44,4,266875,1,1
2023,44,4,128250,1,1
2023,44,4,158600,1,2
2023,44,4,115300,1,2
2023,44,4,225300,1,1
2023,44,4,197400,1,1
2023,35,2,109900,1,1
2023,35,2,61200,1,1
2023,46,4,161000,1,2
2023,46,4,75000,1,2
2023,35,2,166000,1,1
2023,35,2,73100,1,1
2023,69,7,138510,1,1
2023,69,7,95490,1,1
2023,35,2,150000,1,2
2023,35,2,110000,1,2
2023,69,7,232200,1,1
2023,69,7,133300,1,1
2023,96,9,121788,1,1
2023,96,9,79032,1,1
2023,7,8,178250,1,1
2023,7,8,110500,1,1
2023,2,9,190000,1,1
2023,2,9,160000,1,1
2023,12,7,216000,1,2
2023,12,7,184000,1,2
2023,69,7,166000,1,2
2023,69,7,104000,1,2
2023,25,0,185000,0,1
2023,25,0,79600,0,1
2023,96,9,230000,1,1
2023,96,9,196000,1,1
2023,44,4,184000,1,1
2023,44,4,123000,1,1
2023,25,0,165600,0,1
2023,25,0,65800,0,1
2023,44,4,186000,1,1
2023,44,4,81800,1,1
2023,35,2,135000,1,1
2023,35,2,82500,1,1
2023,44,4,247250,1,1
2023,44,4,160000,1,1
2023,103,9,169000,1,1
2023,103,9,105500,1,1
2023,69,7,195800,1,1
2023,69,7,161900,1,1
2023,25,0,108500,1,2
2023,25,0,78800,1,2
2023,119,7,225000,1,1
2023,119,7,166000,1,1
2023,18,0,167500,1,1
2023,18,0,106500,1,1
2023,26,0,160000,1,2
2023,26,0,110000,1,2
2023,35,2,120000,1,1
2023,35,2,105000,1,1
2023,35,2,110000,1,2
2023,35,2,87500,1,2
2023,69,7,60000,1,1
2023,69,7,55000,1,1
2023,44,4,145000,1,1
2023,44,4,115000,1,1
2023,119,7,225000,1,1
2023,119,7,166000,1,1
2023,44,4,135000,1,1
2023,44,4,100000,1,1
2023,96,9,105000,1,2
2023,96,9,95000,1,2
2023,7,8,289800,1,1
2023,7,8,214200,1,1
2023,44,4,167500,1,1
2023,44,4,106500,1,1
2023,69,7,220000,1,1
2023,69,7,146000,1,1
2023,44,4,128000,1,1
2023,44,4,81500,1,1
2023,41,3,206000,1,1
2023,41,3,134000,1,1
2023,119,7,370000,1,1
2023,119,7,200000,1,1
2023,7,8,175000,1,2
2023,7,8,160000,1,2
2023,47,5,240000,1,2
2023,47,5,100000,1,2
2023,69,7,180000,1,1
2023,69,7,160000,1,1
2023,25,0,143000,1,1
2023,25,0,127000,1,1
2023,12,7,249300,0,1
2023,12,7,149300,0,1
2023,12,7,222200,0,1
2023,12,7,136000,0,1
2023,44,4,190000,1,2
2023,44,4,160000,1,2
2023,119,7,248100,1,1
2023,119,7,145900,1,1
2023,67,7,170200,1,1
2023,67,7,83900,1,1
2023,7,8,100000,1,1
2023,7,8,75000,1,1
2023,69,7,166000,1,1
2023,69,7,90000,1,1
2023,69,7,160000,1,1
2023,69,7,94100,1,1
2023,96,9,226600,1,1
2023,96,9,140100,1,1
2023,69,7,247600,0,1
2023,69,7,127300,0,1
2023,12,7,222200,0,1
2023,12,7,136000,0,1
2023,12,7,260000,0,1
2023,12,7,136000,0,1
2023,12,7,222200,0,1
2023,12,7,136000,0,1
2023,35,2,156000,1,1
2023,35,2,124000,1,1
2023,44,4,200000,1,1
2023,44,4,132600,1,1
2023,118,7,308000,1,1
2023,118,7,190400,1,1
2023,41,3,155000,1,1
2023,41,3,136000,1,1
2023,44,4,160000,1,2
2023,44,4,75000,1,2
2023,96,9,214500,1,1
2023,96,9,132600,1,1
2023,35,2,111000,1,1
2023,35,2,104000,1,1
2023,12,7,260000,0,1
2023,12,7,136000,0,1
2023,44,4,85000,1,1
2023,44,4,75000,1,1
2023,69,7,180250,1,2
2023,69,7,118000,1,2
2023,69,7,212800,0,1
2023,69,7,111600,0,1
2023,35,2,157500,1,2
2023,35,2,132500,1,2
2023,35,2,85000,1,1
2023,35,2,75000,1,1
2023,35,2,93918,1,1
2023,35,2,51962,1,1
2023,22,0,171000,1,2
2023,22,0,152000,1,2
2023,96,9,223600,0,1
2023,96,9,115000,0,1
2023,44,4,166000,1,1
2023,44,4,73100,1,1
2023,24,0,140000,1,2
2023,24,0,110000,1,2
2023,69,7,130900,1,1
2023,69,7,72700,1,1
2023,96,9,333500,1,1
2023,96,9,144000,1,1
2023,25,0,180000,1,2
2023,25,0,118200,1,2
2023,41,3,354200,1,2
2023,41,3,221800,1,2
2023,35,2,166000,1,1
2023,35,2,73000,1,1
2023,44,4,156600,1,2
2023,44,4,137200,1,2
2023,35,2,149000,1,1
2023,35,2,65300,1,1
2023,44,4,187000,1,2
2023,44,4,180000,1,2
2023,35,2,119636,1,1
2023,35,2,70374,1,1
2023,35,2,105000,1,2
2023,35,2,67000,1,2
2023,35,2,102000,1,2
2023,35,2,94770,1,2
2023,41,3,186000,1,1
2023,41,3,81800,1,1
2023,69,7,133000,1,1
2023,69,7,58400,1,1
2023,7,8,169900,1,2
2023,7,8,164100,1,2
2023,69,7,305600,1,1
2023,69,7,172500,1,1
2023,35,2,105000,1,2
2023,35,2,75000,1,2
2023,7,8,37573,1,2
2022,4,7,36940,0,2
2023,96,9,180240,1,1
2023,96,9,120160,1,1
2023,69,7,212000,1,1
2023,69,7,93400,1,1
2023,96,9,275000,1,1
2023,96,9,170000,1,1
2023,69,7,119000,1,1
2023,69,7,71400,1,1
2023,35,2,115950,1,1
2023,35,2,69570,1,1
2023,69,7,225100,1,2
2023,69,7,140900,1,2
2023,62,7,116000,1,1
2023,62,7,90000,1,1
2023,69,7,212000,1,1
2023,69,7,93300,1,1
2023,93,9,179000,1,1
2023,93,9,144000,1,1
2023,119,7,250800,1,1
2023,119,7,167200,1,1
2023,119,7,144000,1,1
2023,119,7,76000,1,1
2023,48,8,230000,1,1
2023,48,8,180000,1,1
2023,69,7,156450,1,2
2023,69,7,119200,1,2
2023,119,7,150000,1,2
2023,119,7,130000,1,2
2023,85,8,247500,1,1
2023,85,8,172200,1,1
2023,93,9,155000,1,1
2023,93,9,125000,1,1
2023,44,4,175000,1,2
2023,44,4,97500,1,2
2023,119,7,220000,1,1
2023,119,7,185000,1,1
2023,35,2,100000,1,1
2023,35,2,75000,1,1
2023,119,7,303050,1,1
2023,119,7,202350,1,1
2023,2,9,21593,0,0
2023,69,7,201650,1,1
2023,69,7,124600,1,1
2023,22,0,198200,1,1
2023,22,0,110200,1,1
2023,69,7,212000,1,1
2023,69,7,93400,1,1
2023,35,2,145000,1,1
2023,35,2,110000,1,1
2023,25,0,89500,1,2
2023,25,0,65000,1,2
2023,96,9,328400,1,2
2023,96,9,205600,1,2
2023,69,7,184800,1,1
2023,69,7,161900,1,1
2023,44,4,85000,1,2
2023,44,4,61800,1,2
2023,44,4,70748,1,1
2023,44,4,67056,1,1
2023,35,2,116000,1,1
2023,35,2,72500,1,1
2023,96,9,215000,1,2
2023,96,9,169850,1,2
2023,25,0,225000,1,1
2023,25,0,180000,1,1
2023,69,7,147400,1,1
2023,69,7,107682,1,1
2023,69,7,225300,1,1
2023,69,7,197400,1,1
2023,7,8,160000,1,1
2023,7,8,136000,1,1
2023,96,9,204600,1,1
2023,96,9,126500,1,1
2023,41,3,210000,1,2
2023,41,3,115000,1,2
2023,35,2,86500,0,1
2023,35,2,40400,0,1
2023,12,7,260000,0,1
2023,12,7,136000,0,1
